Significant,p-value(-log10),Difference(z-score),Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.458236265,-0.113131324,sp|P04802|SYDC_YEAST,sp|P04802|SYDC_YEAST,P04802,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA ligase activity;aspartate-tRNA ligase activity;ATP binding;binding;catalytic activity;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleic acid binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;RNA binding",cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,SYDC_YEAST,47,47,47,70.4,70.4,70.4,63.515,0,323.31,23180000000,853,1.065815,1.369013,1.362619,1.402971,1.403163,1.280722,1.402315,1.375592,1.379831,1.386456,1.388845,1.127091
,2.236619875,0.28261288,sp|P15019|TAL1_YEAST,sp|P15019|TAL1_YEAST,P15019,Color [DarkGray],1,4,,"catalytic activity;sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity;transferase activity;transferase activity, transferring aldehyde or ketonic groups",cell part;cytoplasm;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;nucleus;organelle,alcohol metabolic process;carbohydrate metabolic process;catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process,TAL1_YEAST,47,47,46,80.6,80.6,80.6,37.036,0,323.31,45992000000,1303,1.857501,1.820858,1.944649,1.945153,1.931037,1.943654,1.619356,1.81775,1.710732,1.699474,1.55526,1.425412
,0.035541993,-0.028788239,sp|P23615|SPT6_YEAST,sp|P23615|SPT6_YEAST,P23615,Color [DarkGray],1,4,,binding;chromatin binding;core RNA polymerase binding transcription factor activity;core RNA polymerase II binding transcription factor activity;DNA binding;DNA binding transcription antitermination factor activity;histone binding;nucleic acid binding;nucleic acid binding transcription factor activity;nucleosome binding;protein binding;protein binding transcription factor activity;sequence-specific DNA binding transcription factor activity,cell part;chromatin;chromosomal part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;nucleus;organelle;organelle part;transcriptionally active chromatin,biological regulation;biosynthetic process;cell communication;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;establishment of localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing compound transport;nucleocytoplasmic transport;organelle organization;primary metabolic process;regulation of organelle organization;regulation of protein modification process;response to chemical stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;RNA metabolic process;transcription from RNA polymerase II promoter;transport,SPT6_YEAST,47,47,47,37.2,37.2,37.2,168.29,0,323.31,2683000000,217,-1.180803,-0.7341635,-0.3891005,-0.3549748,-0.3407891,-0.6585082,-0.6712977,-1.508471,-0.5741794,-0.3363371,-0.578851,-0.8724615
,1.087144744,0.222705255,sp|P04801|SYTC_YEAST,sp|P04801|SYTC_YEAST,P04801,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA ligase activity;ATP binding;binding;catalytic activity;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;threonine-tRNA ligase activity",cell part;cytoplasm;intracellular part,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;protein metabolic process;RNA metabolic process;small molecule metabolic process;translation;tRNA aminoacylation for protein translation;tRNA metabolic process,SYTC_YEAST,48,48,48,65.4,65.4,65.4,84.519,0,323.31,12748000000,598,0.5499791,0.7355352,0.7082318,1.092323,0.8457742,0.933694,0.4920394,0.598261,0.3958709,0.4009428,0.547959,0.1047432
,0.27931815,-0.061025898,sp|P04806|HXKA_YEAST,sp|P04806|HXKA_YEAST,P04806,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbohydrate kinase activity;catalytic activity;hexokinase activity;kinase activity;nucleotide binding;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",cell part;cytoplasm;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle,alcohol metabolic process;carbohydrate metabolic process;carbohydrate transport;catabolic process;cellular metabolic process;cellular process;establishment of localization;generation of precursor metabolites and energy;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process;transport,HXKA_YEAST,48,48,45,92,92,90.1,53.738,0,323.31,64884000000,1326,1.883103,2.116507,2.039575,1.912772,2.040278,1.92065,2.172616,1.907483,1.927978,2.032148,2.04544,2.145461
,1.002845255,-0.386807951,sp|Q00402|NUM1_YEAST,sp|Q00402|NUM1_YEAST,Q00402,Color [DarkGray],1,4,,binding;cytoskeletal protein binding;lipid binding;phospholipid binding;protein binding;tubulin binding,cell cortex;cell part;cellular bud tip;cytoplasmic part;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;site of polarized growth,biological regulation;cellular component movement;cellular component organization;cellular localization;cellular process;cytoskeleton organization;cytoskeleton-dependent intracellular transport;establishment of localization;localization;mitochondrion organization;organelle fission;organelle inheritance;organelle localization;organelle organization;transport,NUM1_YEAST,49,49,49,40.9,40.9,40.9,313.03,0,221.65,2247100000,141,-0.7494697,-0.7511356,-0.538848,-1.395393,-0.6652851,-0.8074256,-0.4350148,-0.5266415,-0.434334,-0.6913744,0.07616977,-0.06376743
,1.419593833,-0.213056624,sp|Q01217|ARG56_YEAST,sp|Q01217|ARG56_YEAST,Q01217,Color [DarkGray],1,4,,"acetylglutamate kinase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;coenzyme binding;cofactor binding;kinase activity;N-acetyl-gamma-glutamyl-phosphate reductase activity;NAD binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;phosphotransferase activity, carboxyl group as acceptor;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring phosphorus-containing groups",cell part;cytoplasmic part;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;organelle lumen;organelle part,amine metabolic process;biological regulation;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,ARG56_YEAST,50,50,50,66.2,66.2,66.2,94.868,0,323.31,14292000000,691,0.8691362,0.629906,0.6758587,0.7749772,0.7607455,0.7080389,0.9611619,0.8992497,1.062204,0.8704666,0.9215443,0.7597581
,0.978730876,-0.647880976,sp|P16547|OM45_YEAST,sp|P16547|OM45_YEAST,P16547,Color [DarkGray],1,4,,,cell part;cytoplasmic part;integral to membrane;integral to mitochondrial membrane;integral to mitochondrial outer membrane;integral to organelle membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;intrinsic to mitochondrial outer membrane;intrinsic to organelle membrane;membrane;membrane part;membrane-bounded organelle;mitochondrial membrane;mitochondrial membrane part;mitochondrial outer membrane;mitochondrial part;mitochondrion;organelle;organelle membrane;organelle outer membrane;organelle part;outer membrane,,OM45_YEAST,51,51,51,73.5,73.5,73.5,44.58,0,323.31,16817000000,677,0.9011616,0.8209333,-0.1251795,0.8297727,0.4311153,1.124783,1.147825,1.198473,0.8687279,1.130239,1.134187,1.256291
,0.25366869,-0.092893978,sp|P32454|APE2_YEAST,sp|P32454|APE2_YEAST,P32454,Color [DarkGray],1,4,,"aminopeptidase activity;binding;catalytic activity;cation binding;exopeptidase activity;hydrolase activity;ion binding;metal ion binding;metalloaminopeptidase activity;metalloexopeptidase activity;metallopeptidase activity;peptidase activity;peptidase activity, acting on L-amino acid peptides;transition metal ion binding;zinc ion binding",cell part;cell wall-bounded periplasmic space;cytoplasmic part;extracellular region;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle;periplasmic space,catabolic process;cellular metabolic process;cellular process;metabolic process;peptide metabolic process,APE2_YEAST,51,51,47,52.6,52.6,49.7,107.75,0,323.31,17497000000,827,0.8887195,1.200008,1.293817,1.043054,1.119396,1.148569,1.215145,0.9971498,1.035183,1.101807,1.330287,1.335428
,0.421812762,0.095033586,sp|Q05506|SYRC_YEAST,sp|Q05506|SYRC_YEAST,Q05506,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;ATP binding;binding;catalytic activity;ligase activity;ligase activity, forming aminoacyl-tRNA and related compounds;ligase activity, forming carbon-oxygen bonds;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasm;intracellular part,amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,SYRC_YEAST,51,51,50,76.1,76.1,74.5,69.524,0,323.31,9455000000,470,0.6031241,0.2746286,0.7266982,0.4856938,0.475,0.6164384,0.4539567,0.3717802,0.4339967,0.4358919,0.6317682,0.7229276
,1.649623552,-0.429048181,sp|P47068|BBC1_YEAST,sp|P47068|BBC1_YEAST,P47068,Color [DarkGray],1,4,,binding;cytoskeletal protein binding;myosin binding;myosin I binding;protein binding,actin cortical patch;cell cortex part;cell part;cytoplasmic part;cytoskeletal part;intracellular organelle part;intracellular part;organelle part,cellular component organization;cellular process;cytoskeleton organization;organelle organization,BBC1_YEAST,52,52,52,53.2,53.2,53.2,128.29,0,323.31,6214400000,353,-0.7048944,-0.9614291,-0.9436336,-0.4545583,-0.5354702,-0.8305226,-0.3082624,0.05829956,-0.3035346,-0.1936725,-0.2850567,0.09966577
,0.579956142,-0.125646174,sp|P00815|HIS2_YEAST,sp|P00815|HIS2_YEAST,P00815,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;catalytic activity;cation binding;coenzyme binding;cofactor binding;cyclohydrolase activity;histidinol dehydrogenase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines;ion binding;metal ion binding;NAD binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;phosphoribosyl-AMP cyclohydrolase activity;phosphoribosyl-ATP diphosphatase activity;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;transition metal ion binding;zinc ion binding",,amine metabolic process;biosynthetic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,HIS2_YEAST,53,53,53,73.6,73.6,73.6,87.72,0,323.31,19409000000,750,0.9671393,1.147186,0.9564942,1.059748,0.9658187,1.029993,0.9368113,0.8902206,1.061782,0.9484335,1.267797,1.244339
