Significant,pvalue,Difference,Protein IDs,Majority protein IDs,uniprot,Symbol color,Symbol type,Symbol size,Show label,GOBP name,GOMF name,GOCC name,Taxonomy,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS Count,oxidized 48h a LFQ,oxidized 72h a LFQ,oxidized 48h b LFQ,oxidized 72h b LFQ,oxidized 48h c LFQ,oxidized 72h c LFQ,reduced 48h a LFQ,reduced 72h a LFQ,reduced 48h b LFQ,reduced 72h b2 LFQ,reduced 48h c LFQ,reduced 72h c LFQ
,0.690380396,0.047524452,sp|P07259|PYR1_YEAST,sp|P07259|PYR1_YEAST,P07259,Color [DarkGray],1,4,,"adenyl nucleotide binding;adenyl ribonucleotide binding;amine binding;amino acid binding;aspartate carbamoyltransferase activity;ATP binding;binding;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;carbon-nitrogen ligase activity, with glutamine as amido-N-donor;carboxyl- or carbamoyltransferase activity;carboxylic acid binding;catalytic activity;cation binding;ion binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;metal ion binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;transferase activity;transferase activity, transferring one-carbon groups",cell part;cytoplasm;integral to membrane;intracellular part;intrinsic to membrane;membrane part,amine metabolic process;biological regulation;biosynthetic process;catabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside metabolic process;nucleotide metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,PYR1_YEAST,134,134,132,67.6,67.6,66.7,245.04,0,323.31,33534000000,1765,0.470905,1.146074,1.109407,1.10634,0.9001572,1.121575,1.182333,1.114218,1.275019,1.097502,1.244894,1.019696
,0.798008402,0.135040124,sp|P19097|FAS2_YEAST,sp|P19097|FAS2_YEAST,P19097,Color [DarkGray],1,4,,"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;3-oxoacyl-[acyl-carrier-protein] synthase activity;binding;C-acyltransferase activity;catalytic activity;cation binding;fatty acid synthase activity;fatty-acyl-CoA synthase activity;holo-[acyl-carrier-protein] synthase activity;ion binding;magnesium ion binding;metal ion binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;phosphotransferase activity, for other substituted phosphate groups;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups;transferase activity, transferring phosphorus-containing groups",cell part;cytoplasmic part;cytosol;cytosolic part;fatty acid synthase complex;intracellular part;macromolecular complex;protein complex,biosynthetic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,FAS2_YEAST,137,137,137,72,72,72,206.94,0,323.31,76379000000,2441,1.499862,1.887106,1.827038,1.901398,2.007198,1.948484,2.022741,1.889982,1.86134,1.809169,1.908531,1.632716
,1.062035141,0.07046322,sp|Q00955|ACAC_YEAST,sp|Q00955|ACAC_YEAST,Q00955,Color [DarkGray],1,4,,"acetyl-CoA carboxylase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;biotin carboxylase activity;catalytic activity;cation binding;CoA carboxylase activity;ion binding;ligase activity;ligase activity, forming carbon-carbon bonds;ligase activity, forming carbon-nitrogen bonds;metal ion binding;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding",cell part;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;intracellular organelle part;intracellular part;membrane;membrane part;organelle membrane;organelle part,biosynthetic process;cellular component organization;cellular ketone metabolic process;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular process;establishment of localization;lipid metabolic process;membrane organization;metabolic process;nuclear transport;nucleocytoplasmic transport;organic acid metabolic process;primary metabolic process;protein targeting;protein transport;small molecule metabolic process;transport,ACAC_YEAST,160,160,155,76.5,76.5,74.3,250.35,0,323.31,62787000000,2036,1.249543,1.72282,1.55516,1.703809,1.664796,1.792091,1.767679,1.689648,1.628321,1.679846,1.835426,1.637835
,0.581838205,0.198332787,sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST,sp|Q3E792|RS25A_YEAST;sp|P0C0T4|RS25B_YEAST,Q3E792,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RS25A_YEAST,10,10,10,60.2,60.2,60.2,12.039,0,112.86,12554000000,282,1.303552,1.490936,1.190223,1.34569,1.29763,1.118542,0.9182506,1.044259,0.9543567,0.9854438,1.019865,1.330468
,1.382462186,0.466382106,sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST,sp|P0CX42|RL23B_YEAST;sp|P0CX41|RL23A_YEAST,P0CX42,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytoplasmic part;cytosol;cytosolic large ribosomal subunit;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane-bounded organelle;nucleus;organelle;organelle part;ribonucleoprotein complex,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RL23B_YEAST,10,10,10,57.7,57.7,57.7,14.473,0,122.16,8696700000,195,0.9613401,1.32503,0.4666099,0.7902833,0.6320797,0.9656451,0.4820272,0.5578449,0.6205986,0.5560766,0.3383708,0.5678902
,0.069747657,-0.134861405,sp|P38773|DOG2_YEAST;sp|P38774|DOG1_YEAST,sp|P38773|DOG2_YEAST;sp|P38774|DOG1_YEAST,P38773,Color [DarkGray],1,4,,"2-deoxyglucose-6-phosphatase activity;binding;carbohydrate phosphatase activity;catalytic activity;cation binding;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;metal ion binding;phosphatase activity;phosphoric ester hydrolase activity;sugar-phosphatase activity",,alcohol metabolic process;carbohydrate metabolic process;cellular metabolic process;cellular process;metabolic process;phosphorus metabolic process;primary metabolic process;small molecule metabolic process,DOG2_YEAST,10,10,10,54.9,54.9,54.9,27.165,0,97.829,1409800000,83,-0.3595056,0.432862,-0.310379,-1.127934,-0.9991791,-1.04766,0.1849212,0.1647761,-1.940096,-0.1864529,-0.6489267,-1.316471
,2.007455472,0.262448907,sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST,sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST,P14127,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cytoplasmic translation;macromolecular complex assembly;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;ribonucleoprotein complex assembly;translation,RS17B_YEAST,11,11,11,56.6,56.6,56.6,15.803,0,213.62,18809000000,301,1.027882,0.9156039,0.817379,0.8969601,0.8213747,0.7792779,0.5921475,0.5921373,0.6278546,0.5419695,0.6149981,0.6703884
,0.438358282,-0.098264436,sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST,sp|P0CX40|RS8B_YEAST;sp|P0CX39|RS8A_YEAST,P0CX40,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;RNA metabolic process;RNA processing;rRNA processing;translation,RS8B_YEAST,11,11,11,57.5,57.5,57.5,22.489,0,220.44,14034000000,366,0.9326013,0.6409659,0.8194606,0.7090255,0.8083262,0.5233896,0.9474351,0.6340502,0.9266922,0.8810944,0.3054757,0.6530297
,0.22941048,0.098297278,sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST,sp|P0CX54|RL12B_YEAST;sp|P0CX53|RL12A_YEAST,P0CX54,Color [DarkGray],1,4,,binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity,cell part;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;organelle part;ribonucleoprotein complex,biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cytoplasmic translation;macromolecular complex assembly;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;ribonucleoprotein complex assembly;translation,RL12B_YEAST,11,11,11,67.9,67.9,67.9,17.822,0,323.31,17060000000,409,1.23813,0.760564,1.721595,1.139355,1.138069,1.327153,0.9639261,1.018127,1.042961,0.9606467,0.8209667,0.9534057
,1.863570551,0.212925593,sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST,sp|P46654|RSSA2_YEAST;sp|P32905|RSSA1_YEAST,P46654,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;establishment of localization;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing compound transport;nucleocytoplasmic transport;primary metabolic process;protein metabolic process;ribonucleoprotein complex assembly;RNA metabolic process;RNA processing;rRNA processing;translation;transport,RSSA2_YEAST,12,12,12,63.9,63.9,63.9,27.962,0,307.67,23634000000,376,1.336736,1.120525,1.357777,1.16999,0.9720835,1.022469,0.6816118,0.903151,0.6930847,0.8411675,0.6329667,0.9298888
,0.165006284,0.135114431,sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST,sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST,Q3E7Y3,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular metabolic process;cellular process;cytoplasmic translation;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,RS22B_YEAST,12,12,12,79.2,79.2,79.2,14.626,0,292.7,11850000000,290,0.878242,0.4396254,1.322545,1.445534,0.8106725,1.211661,0.9177636,1.000643,0.9599571,0.8328384,0.7659966,0.857996
,0.184295726,-0.177794735,sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST,sp|P0CX30|RS23B_YEAST;sp|P0CX29|RS23A_YEAST,P0CX30,Color [DarkGray],1,4,,structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;organelle part;ribonucleoprotein complex;small ribosomal subunit,biological regulation;biosynthetic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;regulation of translation;RNA metabolic process;RNA processing;rRNA processing;translation,RS23B_YEAST,12,12,12,52.4,52.4,52.4,16.038,0,179.41,5611200000,214,0.9882349,0.5545281,1.291692,0.9571338,0.5756974,-0.278846,0.6495646,0.6558815,0.3928415,0.6283567,0.3019595,0.4819619
,1.95665672,0.238960147,sp|P05759|RS27A_YEAST;sp|P0CG63|UBI4P_YEAST,sp|P05759|RS27A_YEAST;sp|P0CG63|UBI4P_YEAST,P05759,Color [DarkGray],1,4,,binding;cation binding;ion binding;metal ion binding;protein tag;structural constituent of ribosome;structural molecule activity,cell part;cytosolic small ribosomal subunit;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;nucleus;organelle;organelle part;ribonucleoprotein complex;small ribosomal subunit,biosynthetic process;cellular component assembly;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoplasmic translation;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;ribonucleoprotein complex assembly;ribosome biogenesis;RNA metabolic process;RNA processing;rRNA processing;translation,RS27A_YEAST,12,12,4,58.6,58.6,18.4,17.216,0,322.83,13168000000,589,1.765267,1.588344,2.425881,1.477989,1.859,1.468869,0.8861069,1.313136,1.168566,1.198577,1.077982,1.306608
